Funding block,address,Funding Amount[CELO],Funding Entity,Exists_in_Large_File,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,EarliestLZdata,affinity,Onmichain Balance$,eth linea base scroll zks Balance$
20795285,0x0958918a442360aaa3d9ffeafe04f3728989b445,2.0011,Tether : Binance,FALSE,26,"[nan 'Stargate' 'Stargator' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' 'Holograph' nan 'Stargate' nan 'Stargate' nan 'Stargate'
 'Stargate' 'CoreDAO' nan 'Stargate' 'Stargate' 'Stargate'
 'Orderly Network' nan nan 'Stargate' nan]",45136.36,1736.01,6,9,11,2023/5/23 15:42,15,176.62,"[33.25, 14.59, 14.1, 0, 45.24]"
20794774,0x112b473b27f6a3b3ca473800adab676b18909b6a,2.0017,Tether : Binance,FALSE,25,"['CoreDAO' 'Stargate' 'Stargate' 'Stargate' nan nan 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' nan 'Stargate' 'Stargator' nan 'Stargate'
 'Holograph' nan 'Stargate' 'Stargate' 'Orderly Network' nan 'Stargate'
 nan 'Stargate']",43989.54,1759.58,6,9,11,2023/5/23 14:18,15,205.79,"[70.12, 2.57, 10.88, 0.67, 46.04]"
20794772,0xd4cfa0ad7d49bc3dbd0d0c6bd16b56cdb264e02f,2.0013,Tether : Binance,FALSE,25,"['Stargate' nan 'Stargate' 'Stargate' 'CoreDAO' 'Stargate' 'Stargate' nan
 nan nan nan nan 'Holograph' 'Stargate' 'Stargate' 'Stargate' nan nan
 'Stargate' 'Stargate' 'Stargate' 'Stargator' 'Stargate' 'Stargate'
 'Orderly Network']",43937.83,1757.51,6,9,11,2023/5/23 14:33,15,208.78,"[67.23, 3.34, 15.41, 0.36, 45.87]"
20794770,0xae94e5053520ae6057f74084d7d5cd2570637128,2.0016,Tether : Binance,FALSE,25,"[nan 'Stargate' 'Stargate' 'CoreDAO' 'Stargate' 'Stargate' nan 'Stargate'
 'Stargate' 'Stargate' nan 'Stargator' nan 'Stargate' 'Stargate'
 'Stargate' 'Holograph' 'Orderly Network' nan 'Stargate' nan 'Stargate'
 nan 'Stargate' nan]",43997.16,1759.89,6,9,11,2023/5/23 14:36,15,205.89,"[62.46, 9.56, 11.53, 0.49, 46.5]"
20794769,0x4b7f87a0a344c68d7f60a74571735561c0109fbf,2.0011,Tether : Binance,FALSE,25,"['Holograph' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan nan 'CoreDAO' 'Stargate' 'Stargate' nan nan 'Stargate'
 'Stargate' 'Stargator' 'Stargate' 'Stargate' nan nan 'Orderly Network'
 'Stargate' nan]",43814.63,1752.59,6,9,11,2023/5/23 14:29,15,214.8,"[71.74, 6.67, 14.72, 0.73, 45.62]"
20794766,0xbde11a75b4452e5e252bd462ead5d716d8cfed77,2.0018,Tether : Binance,FALSE,25,"[nan nan 'Holograph' 'Stargate' nan 'Stargate' 'CoreDAO' 'Stargate'
 'Stargate' 'Stargate' 'Stargator' nan nan 'Stargate' 'Stargate'
 'Orderly Network' 'Stargate' nan nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' nan]",43894.01,1755.76,6,9,11,2023/5/23 14:28,15,203.1,"[67.42, 3.16, 11.72, 0.02, 45.18]"
20794765,0x691bbcfed8ed064a66ce1445635ecb577ea7822e,2.0001,Tether : Binance,FALSE,25,"[nan 'Stargator' 'Stargate' 'Stargate' 'Holograph' 'Stargate' 'Stargate'
 nan 'Orderly Network' nan 'Stargate' nan nan nan nan 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'CoreDAO' 'Stargate']",43838.84,1753.55,6,9,11,2023/5/23 14:34,15,198.73,"[66.35, 2.39, 10.71, 1.03, 42.64]"
20794765,0x72d4762d7effd04db607cafb03950d37e57c67ef,2.0009,Tether : Binance,FALSE,25,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan nan 'Stargate'
 'Stargate' 'Stargate' nan nan 'Stargate' nan 'Stargate' 'Stargator' nan
 'Orderly Network' 'CoreDAO' 'Stargate' 'Stargate' nan nan 'Holograph'
 'Stargate']",43775.26,1751.01,6,9,11,2023/5/23 14:27,15,220.11,"[81.51, 3.19, 14.0, 0.19, 45.73]"
20794765,0x3c4d38801607fc0bef9a3b1f839f8232991fa85d,2.0019,Tether : Binance,FALSE,25,"['Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Holograph' nan nan
 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Stargator' 'Stargate'
 'Orderly Network' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan
 'Stargate' nan nan nan]",43841.79,1753.67,6,9,11,2023/5/23 14:31,15,209.64,"[66.7, 5.17, 14.67, 0.31, 46.37]"
20794762,0xc519bac0585b08cf80d83d9601ae926bfdad265b,2.0011,Tether : Binance,FALSE,24,"['Stargate' nan 'Stargate' 'Stargate' 'Stargator' 'Orderly Network' nan
 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate'
 'Stargate' 'CoreDAO' nan nan 'Stargate' nan 'Stargate' 'Stargate'
 'Holograph']",43853.22,1827.22,6,9,11,2023/5/23 14:31,15,209.74,"[65.72, 6.8, 16.14, 0.02, 45.52]"
20794761,0x82f98cd8d67cba2208efcd0cd5d5e6e376073c29,2.0013,Tether : Binance,FALSE,25,"['Holograph' 'Stargate' nan 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan 'Stargator'
 'Stargate' 'CoreDAO' 'Stargate' nan 'Stargate' 'Orderly Network' nan nan
 'Stargate' nan 'Stargate']",43850.83,1754.03,6,9,11,2023/5/23 14:30,15,189.36,"[69.48, 2.89, 16.49, 0.23, 46.78]"
